gene_id	chrom	strand	gene_name	PAS	~/Desktop/KSAPA/WT_D0_dRNA.no_sec.isoquant/OUT/	~/Desktop/KSAPA/WT_D7_dRNA_4.isoquant/
ENSG00000166845.15	chr18	+	C18orf54	54380753	2.94	0
ENSG00000166845.15	chr18	+	C18orf54	54381272	2.21	3.17
ENSG00000166845.15	chr18	+	C18orf54	54358463	2.21	0
ENSG00000166847.10	chr16	+	DCTN5	23669860	66.09	49.13
ENSG00000166847.10	chr16	+	DCTN5	23677456	12.07	35.84
ENSG00000166847.10	chr16	+	DCTN5	23667705	10.92	6.94
ENSG00000166847.10	chr16	+	DCTN5	23673662	0.57	2.31
ENSG00000166847.10	chr16	+	DCTN5	23668435	2.01	0.58
ENSG00000166847.10	chr16	+	DCTN5	23667279	2.01	0.29
ENSG00000166848.7	chr16	+	TERF2IP	75657432	91.86	96.28
ENSG00000166851.15	chr16	+	PLK1	23690367	98.2	96.94
ENSG00000166855.9	chr15	-	CLPX	65150451	55.38	49.46
ENSG00000166855.9	chr15	-	CLPX	65148218	23.85	38.04
ENSG00000166855.9	chr15	-	CLPX	65148847	15.77	9.78
ENSG00000166860.3	chr12	-	ZBTB39	56998835	96.03	90.91
ENSG00000166863.13	chr12	-	TAC3	57009999	95.59	100
ENSG00000166881.10	chr12	-	NEMP1	57055642	87.95	83.13
ENSG00000166881.10	chr12	-	NEMP1	57057731	4.22	7.23
ENSG00000166881.10	chr12	-	NEMP1	57056398	0	3.61
ENSG00000166881.10	chr12	-	NEMP1	57057983	1.2	1.2
ENSG00000166886.13	chr12	+	NAB2	57095476	98.7	98.47
ENSG00000166887.16	chr15	-	VPS39	42158709	84	86.42
ENSG00000166887.16	chr15	-	VPS39	42158855	11.2	5.35
ENSG00000166888.12	chr12	-	STAT6	57095432	56.84	51.52
ENSG00000166888.12	chr12	-	STAT6	57095834	24.21	30.3
ENSG00000166889.14	chr11	-	PATL1	59636715	72.5	74.11
ENSG00000166889.14	chr11	-	PATL1	59637714	18.75	12.5
ENSG00000166889.14	chr11	-	PATL1	59637146	3.12	2.68
ENSG00000166896.9	chr12	+	ATP23	57957139	85	100
ENSG00000166900.17	chr11	+	STX3	59802706	83.98	89.94
ENSG00000166900.17	chr11	+	STX3	59805878	3.31	4.4
ENSG00000166900.17	chr11	+	STX3	59789205	2.21	0.63
ENSG00000166900.17	chr11	+	STX3	59801806	0.55	0.63
ENSG00000166902.5	chr11	-	MRPL16	59806139	94.65	97.35
ENSG00000166908.18	chr12	+	PIP4K2C	57603418	86.54	91.76
ENSG00000166908.18	chr12	+	PIP4K2C	57603248	4.81	2.35
ENSG00000166912.17	chr15	-	MTMR10	30938940	89.47	86.96
ENSG00000166913.13	chr20	+	YWHAB	44908520	64.83	76.06
ENSG00000166913.13	chr20	+	YWHAB	44906527	21.47	14.3
ENSG00000166922.9	chr15	+	SCG5	32697092	40.24	68.89
ENSG00000166922.9	chr15	+	SCG5	32696892	32.93	27.33
ENSG00000166922.9	chr15	+	SCG5	32692304	9.76	0.67
ENSG00000166922.9	chr15	+	SCG5	32667120	6.71	0.33
ENSG00000166925.9	chr7	-	TSC22D4	100466518	97.26	95.88
ENSG00000166938.13	chr15	+	DIS3L	66333898	75.78	76.67
ENSG00000166938.13	chr15	+	DIS3L	66333809	5.08	4.17
ENSG00000166938.13	chr15	+	DIS3L	66318749	1.95	1.67
ENSG00000166938.13	chr15	+	DIS3L	66326560	1.56	1.67
ENSG00000166938.13	chr15	+	DIS3L	66333370	1.17	0
ENSG00000166946.14	chr15	+	CCNDBP1	43195198	94.66	91.32
ENSG00000166946.14	chr15	+	CCNDBP1	43197177	0.76	6.04
ENSG00000166949.17	chr15	+	SMAD3	67195169	35.82	62.7
ENSG00000166949.17	chr15	+	SMAD3	67191512	43.28	24.86
ENSG00000166963.13	chr15	+	MAP1A	43531611	96.67	96.4
ENSG00000166965.13	chr15	+	RCCD1	90962340	57.33	50
ENSG00000166965.13	chr15	+	RCCD1	90962224	30.67	25
ENSG00000166965.13	chr15	+	RCCD1	90963116	6.67	21.43
ENSG00000166971.17	chr16	-	AKTIP	53491689	57.14	54.72
ENSG00000166971.17	chr16	-	AKTIP	53491382	17.86	16.98
ENSG00000166971.17	chr16	-	AKTIP	53491039	3.57	10.38
ENSG00000166971.17	chr16	-	AKTIP	53492304	3.57	5.66
ENSG00000166971.17	chr16	-	AKTIP	53491748	3.57	3.77
ENSG00000166971.17	chr16	-	AKTIP	53491309	7.14	0
ENSG00000166971.17	chr16	-	AKTIP	53490985	1.19	1.89
ENSG00000166974.13	chr18	+	MAPRE2	35143470	24.91	77.89
ENSG00000166974.13	chr18	+	MAPRE2	35141860	68.03	18.03
ENSG00000166979.13	chr21	+	EVA1C	32515384	66.67	95.45
ENSG00000166986.15	chr12	+	MARS1	57516652	97.4	96.55
ENSG00000166987.15	chr12	+	MBD6	57530148	95.61	96.08
ENSG00000166997.8	chr7	+	CNPY4	100125508	90.28	90.91
ENSG00000167004.14	chr15	+	PDIA3	43771540	89.78	87.75
ENSG00000167004.14	chr15	+	PDIA3	43772463	2.4	4.04
ENSG00000167004.14	chr15	+	PDIA3	43773278	1.48	3.14
ENSG00000167005.14	chr16	-	NUDT21	56429135	61.04	73.63
ENSG00000167005.14	chr16	-	NUDT21	56432624	17.76	10.81
ENSG00000167005.14	chr16	-	NUDT21	56431675	10.25	6.59
ENSG00000167005.14	chr16	-	NUDT21	56432422	4.33	2.75
ENSG00000167005.14	chr16	-	NUDT21	56432447	2.39	0.92
ENSG00000167037.19	chr22	+	SGSM1	24814192	61.11	33.33
ENSG00000167037.19	chr22	+	SGSM1	24926846	16.67	66.67
ENSG00000167065.14	chr22	-	DUSP18	30653819	0	45.83
ENSG00000167065.14	chr22	-	DUSP18	30660516	33.33	25
ENSG00000167065.14	chr22	-	DUSP18	30659774	33.33	12.5
ENSG00000167074.15	chr22	+	TEF	41399326	90.91	92.31
ENSG00000167074.15	chr22	+	TEF	41398979	6.06	7.69
ENSG00000167081.18	chr9	+	PBX3	125967377	72.38	81.61
ENSG00000167081.18	chr9	+	PBX3	125966402	7.11	5.96
ENSG00000167081.18	chr9	+	PBX3	125749535	6.28	5.18
ENSG00000167085.14	chr17	-	PHB1	49404834	71.27	75.51
ENSG00000167085.14	chr17	-	PHB1	49404051	25.83	21.89
ENSG00000167088.11	chr18	+	SNRPD1	21629235	83.3	84.41
ENSG00000167088.11	chr18	+	SNRPD1	21630247	8.52	9.41
ENSG00000167088.11	chr18	+	SNRPD1	21629425	2.34	1.67
ENSG00000167088.11	chr18	+	SNRPD1	21633520	1.45	1.27
ENSG00000167100.15	chr17	-	SAMD14	50111308	47.83	79.89
ENSG00000167100.15	chr17	-	SAMD14	50112670	43.48	15.43
ENSG00000167103.12	chr9	-	PIP5KL1	127920880	64.1	55.56
ENSG00000167103.12	chr9	-	PIP5KL1	127921528	28.21	33.33
ENSG00000167103.12	chr9	-	PIP5KL1	127925449	5.13	7.41
ENSG00000167105.8	chr17	+	TMEM92	50279793	79.09	72.22
ENSG00000167105.8	chr17	+	TMEM92	50280037	9.09	5.56
ENSG00000167105.8	chr17	+	TMEM92	50281485	4.55	5.56
ENSG00000167105.8	chr17	+	TMEM92	50279986	2.73	5.56
ENSG00000167106.12	chr9	-	FAM102A	127940880	76.09	76.06
ENSG00000167106.12	chr9	-	FAM102A	127940582	15.22	15.49
ENSG00000167106.12	chr9	-	FAM102A	127941885	2.17	1.41
ENSG00000167106.12	chr9	-	FAM102A	127940943	1.45	1.41
ENSG00000167107.13	chr17	+	ACSF2	50474835	95.83	78.57
ENSG00000167110.19	chr9	-	GOLGA2	128255828	71.43	90.34
ENSG00000167110.19	chr9	-	GOLGA2	128255879	10.99	5.31
ENSG00000167110.19	chr9	-	GOLGA2	128273639	9.89	1.45
ENSG00000167112.10	chr9	-	TRUB2	128309108	86.6	75.74
ENSG00000167112.10	chr9	-	TRUB2	128305158	4.9	10.29
ENSG00000167112.10	chr9	-	TRUB2	128304648	0.98	2.94
ENSG00000167112.10	chr9	-	TRUB2	128305989	1.63	1.47
ENSG00000167112.10	chr9	-	TRUB2	128306034	0.98	1.47
ENSG00000167113.11	chr9	+	COQ4	128334072	69.17	66.36
ENSG00000167113.11	chr9	+	COQ4	128323584	27.08	29.44
ENSG00000167114.13	chr9	+	SLC27A4	128361223	65.82	68.79
ENSG00000167114.13	chr9	+	SLC27A4	128361470	12.03	7.32
ENSG00000167118.11	chr9	+	URM1	128390734	97.82	90.93
ENSG00000167118.11	chr9	+	URM1	128392008	0.6	6.8
ENSG00000167123.20	chr9	+	CERCAM	128437347	93.75	93.85
ENSG00000167130.18	chr9	+	DOLPP1	129090435	95.85	97.62
ENSG00000167136.7	chr9	+	ENDOG	128822676	95.16	95
ENSG00000167157.11	chr9	+	PRRX2	129722674	97.06	80
ENSG00000167173.19	chr15	+	C15orf39	75211521	44.81	36.67
ENSG00000167173.19	chr15	+	C15orf39	75212169	38.21	43.33
ENSG00000167173.19	chr15	+	C15orf39	75211586	8.96	10
ENSG00000167173.19	chr15	+	C15orf39	75209529	3.3	10
ENSG00000167178.17	chr15	+	ISLR2	74136802	80	90.39
ENSG00000167178.17	chr15	+	ISLR2	74136330	0	1.24
ENSG00000167178.17	chr15	+	ISLR2	74136399	0	1.65
ENSG00000167178.17	chr15	+	ISLR2	74136216	0	1.03
ENSG00000167182.16	chr17	+	SP2	47928957	70.1	68.89
ENSG00000167182.16	chr17	+	SP2	47928812	18.56	21.11
ENSG00000167182.16	chr17	+	SP2	47931719	2.06	4.44
ENSG00000167182.16	chr17	+	SP2	47928465	2.06	1.11
ENSG00000167186.11	chr16	+	COQ7	19078301	39	33.9
ENSG00000167186.11	chr16	+	COQ7	19080032	19	23.73
ENSG00000167186.11	chr16	+	COQ7	19079262	20	22.03
ENSG00000167186.11	chr16	+	COQ7	19080095	9	1.69
ENSG00000167186.11	chr16	+	COQ7	19081811	3	3.39
ENSG00000167186.11	chr16	+	COQ7	19082193	1	3.39
ENSG00000167186.11	chr16	+	COQ7	19079560	3	0
ENSG00000167191.12	chr16	-	GPRC5B	19858975	70.68	46.86
ENSG00000167191.12	chr16	-	GPRC5B	19857298	19.42	35.75
ENSG00000167191.12	chr16	-	GPRC5B	19856747	0.9	6.28
ENSG00000167191.12	chr16	-	GPRC5B	19857948	1.98	3.38
ENSG00000167193.8	chr17	-	CRK	1420721	61.56	61.92
ENSG00000167193.8	chr17	-	CRK	1420829	9.31	9.32
ENSG00000167193.8	chr17	-	CRK	1421359	1.5	1.1
ENSG00000167194.8	chr16	+	C16orf92	30024674	60	58.06
ENSG00000167194.8	chr16	+	C16orf92	30024578	0	9.68
ENSG00000167196.14	chr15	+	FBXO22	75933130	50	38.35
ENSG00000167196.14	chr15	+	FBXO22	75934608	14.58	19.17
ENSG00000167196.14	chr15	+	FBXO22	75934110	17.92	13.53
ENSG00000167196.14	chr15	+	FBXO22	75942511	0.42	8.65
ENSG00000167196.14	chr15	+	FBXO22	75933826	3.33	2.63
ENSG00000167196.14	chr15	+	FBXO22	75935268	1.67	3.01
ENSG00000167196.14	chr15	+	FBXO22	75930655	1.25	1.5
ENSG00000167196.14	chr15	+	FBXO22	75934507	1.25	1.5
ENSG00000167196.14	chr15	+	FBXO22	75934938	0.83	1.5
ENSG00000167202.12	chr15	-	TBC1D2B	77994984	84.31	91.18
ENSG00000167202.12	chr15	-	TBC1D2B	78076800	3.92	2.94
ENSG00000167216.19	chr18	+	KATNAL2	47101292	36.36	27.78
ENSG00000167216.19	chr18	+	KATNAL2	47077542	30.3	22.22
ENSG00000167216.19	chr18	+	KATNAL2	47056668	9.09	0
ENSG00000167216.19	chr18	+	KATNAL2	47098952	3.03	11.11
ENSG00000167220.12	chr18	-	HDHD2	47107409	77.16	75.69
ENSG00000167220.12	chr18	-	HDHD2	47107631	8.62	13.3
ENSG00000167220.12	chr18	-	HDHD2	47107935	3.02	4.59
ENSG00000167220.12	chr18	-	HDHD2	47111436	2.59	0.92
ENSG00000167220.12	chr18	-	HDHD2	47108109	2.16	0.92
ENSG00000167232.14	chr19	-	ZNF91	23357707	64	36.03
ENSG00000167232.14	chr19	-	ZNF91	23305003	0	28.68
ENSG00000167232.14	chr19	-	ZNF91	23338620	8	13.24
ENSG00000167232.14	chr19	-	ZNF91	23337828	9.33	3.68
ENSG00000167232.14	chr19	-	ZNF91	23358067	1.33	3.68
ENSG00000167232.14	chr19	-	ZNF91	23337279	1.33	1.47
ENSG00000167232.14	chr19	-	ZNF91	23337785	2.67	0.74
ENSG00000167257.11	chr11	+	RNF214	117285477	34.86	34
ENSG00000167257.11	chr11	+	RNF214	117285684	31.19	31
ENSG00000167257.11	chr11	+	RNF214	117285342	11.01	11
ENSG00000167257.11	chr11	+	RNF214	117247012	6.42	1
ENSG00000167257.11	chr11	+	RNF214	117286454	4.59	4
ENSG00000167257.11	chr11	+	RNF214	117286403	0	2
ENSG00000167258.15	chr17	+	CDK12	39533550	24.9	18.57
ENSG00000167258.15	chr17	+	CDK12	39534544	16.87	32.86
ENSG00000167258.15	chr17	+	CDK12	39534029	20.88	20
ENSG00000167258.15	chr17	+	CDK12	39532274	21.29	10
ENSG00000167258.15	chr17	+	CDK12	39533056	2.81	0
ENSG00000167258.15	chr17	+	CDK12	39533958	0.8	3.57
ENSG00000167258.15	chr17	+	CDK12	39567559	0.8	2.14
ENSG00000167258.15	chr17	+	CDK12	39531872	1.2	0.71
ENSG00000167264.18	chr16	+	DUS2	68079320	74.6	86.76
ENSG00000167264.18	chr16	+	DUS2	68031627	7.94	2.94
ENSG00000167272.11	chr12	-	POP5	120579046	92.84	87.92
ENSG00000167272.11	chr12	-	POP5	120580809	0.8	3.36
ENSG00000167280.17	chr17	+	ENGASE	79088599	75.61	75.81
ENSG00000167280.17	chr17	+	ENGASE	79086696	19.51	12.9
ENSG00000167280.17	chr17	+	ENGASE	79082687	0	4.84
ENSG00000167281.20	chr17	-	RBFOX3	79089350	84.75	88.14
ENSG00000167281.20	chr17	-	RBFOX3	79091949	10.17	3.39
ENSG00000167283.9	chr11	+	ATP5MG	118409199	94.26	92.65
ENSG00000167283.9	chr11	+	ATP5MG	118409847	4.84	6.04
ENSG00000167291.16	chr17	-	TBC1D16	79935629	44.14	38.39
ENSG00000167291.16	chr17	-	TBC1D16	79932342	23.01	36.97
ENSG00000167291.16	chr17	-	TBC1D16	79935791	9.83	7.58
ENSG00000167291.16	chr17	-	TBC1D16	79940019	7.11	7.58
ENSG00000167291.16	chr17	-	TBC1D16	79937956	3.14	0.47
ENSG00000167291.16	chr17	-	TBC1D16	80013053	1.67	0.95
ENSG00000167302.11	chr17	-	TEPSIN	81228276	94.2	97.65
ENSG00000167311.14	chr11	-	ART5	3638511	96.77	100
ENSG00000167315.18	chr18	-	ACAA2	49783503	93.59	92.53
ENSG00000167315.18	chr18	-	ACAA2	49782167	3.2	4.15
ENSG00000167323.13	chr11	+	STIM1	4093205	96.61	95.77
ENSG00000167323.13	chr11	+	STIM1	4083655	1.69	2.82
ENSG00000167325.15	chr11	+	RRM1	4138876	90.74	93.05
ENSG00000167325.15	chr11	+	RRM1	4138930	4.13	3.47
ENSG00000167333.13	chr11	-	TRIM68	4598671	86.49	93.33
ENSG00000167333.13	chr11	-	TRIM68	4598745	5.41	2.22
ENSG00000167363.14	chr17	+	FN3K	82751187	89.01	93.9
ENSG00000167363.14	chr17	+	FN3K	82751248	1.1	1.22
ENSG00000167371.21	chr16	+	PRRT2	29815879	91.3	96.74
ENSG00000167377.19	chr16	-	ZNF23	71447596	95.83	94.74
ENSG00000167377.19	chr16	-	ZNF23	71460854	0	5.26
ENSG00000167378.10	chr19	-	IRGQ	43585935	83.47	89.54
ENSG00000167378.10	chr19	-	IRGQ	43584370	4.96	4.29
ENSG00000167378.10	chr19	-	IRGQ	43589090	7.44	2.14
ENSG00000167380.17	chr19	+	ZNF226	44177685	57.45	53.33
ENSG00000167380.17	chr19	+	ZNF226	44175249	23.4	28
ENSG00000167380.17	chr19	+	ZNF226	44172758	6.38	6.67
ENSG00000167380.17	chr19	+	ZNF226	44175429	4.26	6.67
ENSG00000167380.17	chr19	+	ZNF226	44175861	4.26	1.33
ENSG00000167384.11	chr19	-	ZNF180	44475638	30.61	39.39
ENSG00000167384.11	chr19	-	ZNF180	44476289	32.65	25.76
ENSG00000167384.11	chr19	-	ZNF180	44474442	20.41	28.79
ENSG00000167384.11	chr19	-	ZNF180	44476123	10.2	3.03
ENSG00000167393.18	chrX	-	PPP2R3B	334237	73.6	76.68
ENSG00000167393.18	chrX	-	PPP2R3B	333954	8.43	11.4
ENSG00000167393.18	chrX	-	PPP2R3B	344906	2.81	4.66
ENSG00000167394.13	chr16	-	ZNF668	31060849	95.08	98.84
ENSG00000167395.10	chr16	+	ZNF646	31083509	93.33	90.41
ENSG00000167395.10	chr16	+	ZNF646	31082087	2.67	1.37
ENSG00000167395.10	chr16	+	ZNF646	31083956	0	2.74
ENSG00000167397.15	chr16	-	VKORC1	31090853	98.81	98.56
ENSG00000167447.13	chr17	+	SMG8	59215237	93.39	95.17
ENSG00000167460.17	chr19	+	TPM4	16103002	88.53	89.13
ENSG00000167460.17	chr19	+	TPM4	16101497	3.81	3.21
ENSG00000167460.17	chr19	+	TPM4	16102370	1.74	1.68
ENSG00000167461.12	chr19	+	RAB8A	16133539	48.09	41.98
ENSG00000167461.12	chr19	+	RAB8A	16133635	33.48	43.89
ENSG00000167461.12	chr19	+	RAB8A	16134232	14.38	11.07
ENSG00000167468.20	chr19	+	GPX4	1106779	97.99	97.79
ENSG00000167470.14	chr19	+	MIDN	1259143	92.33	95.04
ENSG00000167470.14	chr19	+	MIDN	1258878	2.88	1.49
ENSG00000167487.12	chr19	+	KLHL26	18670494	66.67	48.89
ENSG00000167487.12	chr19	+	KLHL26	18671721	25.76	35.56
ENSG00000167491.18	chr19	+	GATAD2A	19506979	57.7	38.98
ENSG00000167491.18	chr19	+	GATAD2A	19508927	18.78	41.65
ENSG00000167491.18	chr19	+	GATAD2A	19507341	13.54	13.56
ENSG00000167491.18	chr19	+	GATAD2A	19506371	4.4	1.45
ENSG00000167491.18	chr19	+	GATAD2A	19506413	1.18	1.21
ENSG00000167508.12	chr16	-	MVD	88651939	90.84	85.48
ENSG00000167508.12	chr16	-	MVD	88662098	6.99	11.21
ENSG00000167513.9	chr16	+	CDT1	88808510	55.96	62.07
ENSG00000167513.9	chr16	+	CDT1	88809255	39.21	35.63
ENSG00000167515.11	chr16	+	TRAPPC2L	88861112	84.11	86.65
ENSG00000167515.11	chr16	+	TRAPPC2L	88862678	10.14	10.07
ENSG00000167522.17	chr16	-	ANKRD11	89267629	49.44	57.27
ENSG00000167522.17	chr16	-	ANKRD11	89286660	17.7	24.77
ENSG00000167522.17	chr16	-	ANKRD11	89298874	26.4	13.86
ENSG00000167523.15	chr16	+	SPATA33	89670458	58.12	35.87
ENSG00000167523.15	chr16	+	SPATA33	89669517	18.8	25
ENSG00000167523.15	chr16	+	SPATA33	89661506	11.97	26.09
ENSG00000167523.15	chr16	+	SPATA33	89671883	6.84	5.43
ENSG00000167523.15	chr16	+	SPATA33	89671368	1.71	2.17
ENSG00000167523.15	chr16	+	SPATA33	89670414	1.71	1.09
ENSG00000167524.17	chr17	-	RSKR	28601830	53.57	30
ENSG00000167524.17	chr17	-	RSKR	28607962	28.57	45
ENSG00000167524.17	chr17	-	RSKR	28603368	7.14	7.5
ENSG00000167525.15	chr17	-	PROCA1	28703196	73.91	73.08
ENSG00000167525.15	chr17	-	PROCA1	28703515	19.57	17.31
ENSG00000167526.14	chr16	+	RPL13	89563066	85.6	85.29
ENSG00000167526.14	chr16	+	RPL13	89563440	8.65	8.4
ENSG00000167526.14	chr16	+	RPL13	89563230	2.26	2.46
ENSG00000167526.14	chr16	+	RPL13	89563295	1.44	1.83
ENSG00000167528.13	chr12	-	ZNF641	48340129	56	53.73
ENSG00000167528.13	chr12	-	ZNF641	48337180	12	22.39
ENSG00000167528.13	chr12	-	ZNF641	48340007	20	16.42
ENSG00000167528.13	chr12	-	ZNF641	48342540	8	1.49
ENSG00000167535.8	chr12	+	CACNB3	48828941	93.02	96.98
ENSG00000167536.14	chr17	-	DHRS13	28897783	94.01	96.99
ENSG00000167543.16	chr17	+	TP53I13	29573157	95.96	95.31
ENSG00000167543.16	chr17	+	TP53I13	29582338	0	1.56
ENSG00000167548.18	chr12	-	KMT2D	49018977	52.76	65.52
ENSG00000167548.18	chr12	-	KMT2D	49019235	22.83	20.69
ENSG00000167548.18	chr12	-	KMT2D	49020401	14.96	5.75
ENSG00000167548.18	chr12	-	KMT2D	49025350	1.57	1.15
ENSG00000167549.19	chr17	-	CORO6	29614764	60	50
ENSG00000167549.19	chr17	-	CORO6	29614994	20	50
ENSG00000167550.11	chr12	-	RHEBL1	49064684	96	95
ENSG00000167552.15	chr12	-	TUBA1A	49184798	96.39	96.84
ENSG00000167553.17	chr12	+	TUBA1C	49273330	95.82	95.59
ENSG00000167554.15	chr19	+	ZNF610	52367122	35.71	33.33
ENSG00000167554.15	chr19	+	ZNF610	52367778	14.29	16.67
ENSG00000167554.15	chr19	+	ZNF610	52368816	7.14	16.67
ENSG00000167554.15	chr19	+	ZNF610	52366860	14.29	5.56
ENSG00000167562.14	chr19	+	ZNF701	52587174	25	14.29
ENSG00000167562.14	chr19	+	ZNF701	52584564	20.83	14.29
ENSG00000167562.14	chr19	+	ZNF701	52582491	16.67	7.14
ENSG00000167562.14	chr19	+	ZNF701	52584777	8.33	14.29
ENSG00000167562.14	chr19	+	ZNF701	52597554	8.33	7.14
ENSG00000167562.14	chr19	+	ZNF701	52584706	8.33	7.14
ENSG00000167565.13	chr19	-	SERTAD3	40440844	96.25	95
ENSG00000167565.13	chr19	-	SERTAD3	40441258	2.5	3.33
ENSG00000167566.17	chr12	-	NCKAP5L	49791151	91.96	96.14
ENSG00000167578.18	chr19	+	RAB4B	40796942	98.61	94.54
ENSG00000167595.16	chr19	+	PROSER3	35771166	41.38	40.43
ENSG00000167595.16	chr19	+	PROSER3	35771024	37.93	40.43
ENSG00000167595.16	chr19	+	PROSER3	35766263	0	8.51
ENSG00000167595.16	chr19	+	PROSER3	35768563	3.45	6.38
ENSG00000167595.16	chr19	+	PROSER3	35771384	10.34	0
ENSG00000167600.14	chr19	+	CYP2S1	41207539	94.68	94.12
ENSG00000167600.14	chr19	+	CYP2S1	41199351	2.19	2.94
ENSG00000167601.12	chr19	+	AXL	41261766	81.6	79.29
ENSG00000167601.12	chr19	+	AXL	41260291	14.72	10.36
ENSG00000167601.12	chr19	+	AXL	41261200	0.61	3.39
ENSG00000167604.15	chr19	-	NFKBID	35887951	56.52	70.37
ENSG00000167604.15	chr19	-	NFKBID	35887629	21.74	18.52
ENSG00000167608.12	chr19	-	TMC4	54160094	80	60
ENSG00000167614.14	chr19	+	TTYH1	54436716	84.05	85.22
ENSG00000167614.14	chr19	+	TTYH1	54436904	3.5	2.75
ENSG00000167614.14	chr19	+	TTYH1	54434663	1.95	1.03
ENSG00000167615.17	chr19	+	LENG8	54462016	87.5	90.63
ENSG00000167617.3	chr19	-	CDC42EP5	54465025	95.35	97.96
ENSG00000167617.3	chr19	-	CDC42EP5	54465059	4.65	2.04
ENSG00000167619.13	chr19	+	TMEM145	42325064	95.45	94.67
ENSG00000167625.11	chr19	+	ZNF526	42227053	79.25	85.71
ENSG00000167625.11	chr19	+	ZNF526	42227788	7.55	7.14
ENSG00000167632.18	chr8	-	TRAPPC9	139730345	80.7	88.76
ENSG00000167632.18	chr8	-	TRAPPC9	139728086	7.02	4.73
ENSG00000167632.18	chr8	-	TRAPPC9	139727984	0	1.78
ENSG00000167635.12	chr19	+	ZNF146	36238765	88.63	89.05
ENSG00000167635.12	chr19	+	ZNF146	36238281	4.37	6.57
ENSG00000167635.12	chr19	+	ZNF146	36238673	2.62	2.92
ENSG00000167637.18	chr19	+	ZNF283	43852015	62.5	51.61
ENSG00000167637.18	chr19	+	ZNF283	43848833	20.83	12.9
ENSG00000167637.18	chr19	+	ZNF283	43848898	4.17	16.13
ENSG00000167641.11	chr19	-	PPP1R14A	38251236	97	97.37
ENSG00000167642.13	chr19	+	SPINT2	38292451	94.29	96.55
ENSG00000167642.13	chr19	+	SPINT2	38292085	1.68	1.15
ENSG00000167642.13	chr19	+	SPINT2	38292614	1.38	1.15
ENSG00000167645.17	chr19	-	YIF1B	38305114	92.86	96.79
ENSG00000167646.14	chr19	-	DNAAF3	55158664	100	88.89
ENSG00000167654.18	chr19	+	ATCAY	3928079	88.24	92.55
ENSG00000167654.18	chr19	+	ATCAY	3926329	2.94	2.09
ENSG00000167654.18	chr19	+	ATCAY	3926032	3.92	0.6
ENSG00000167657.14	chr19	-	DAPK3	3958454	98.91	97.68
ENSG00000167658.16	chr19	-	EEF2	3976055	94.04	95.17
ENSG00000167670.16	chr19	+	CHAF1A	4443397	52.4	51.72
ENSG00000167670.16	chr19	+	CHAF1A	4443245	37.77	37.07
ENSG00000167670.16	chr19	+	CHAF1A	4434368	1.31	0.86
ENSG00000167671.12	chr19	-	UBXN6	4445005	76.06	75.98
ENSG00000167671.12	chr19	-	UBXN6	4445475	13.15	14.57
ENSG00000167671.12	chr19	-	UBXN6	4457486	0.94	0.79
ENSG00000167674.15	chr19	+	HDGFL2	4502211	94.65	96.03
ENSG00000167680.17	chr19	-	SEMA6B	4542592	92.47	95.34
ENSG00000167685.15	chr19	+	ZNF444	56160893	96.68	97.31
ENSG00000167693.17	chr17	-	NXN	799344	76.37	80.25
ENSG00000167693.17	chr17	-	NXN	800766	8.24	4.62
ENSG00000167693.17	chr17	-	NXN	978310	4.95	2.1
ENSG00000167695.15	chr17	+	TLCD3A	742835	22.49	16.67
ENSG00000167695.15	chr17	+	TLCD3A	742968	19.53	26.67
ENSG00000167695.15	chr17	+	TLCD3A	741714	15.98	7.5
ENSG00000167695.15	chr17	+	TLCD3A	743011	1.78	3.33
ENSG00000167699.14	chr17	-	GLOD4	759329	57.75	58.25
ENSG00000167699.14	chr17	-	GLOD4	759443	36.62	36.32
ENSG00000167699.14	chr17	-	GLOD4	760066	1.64	0.71
ENSG00000167700.9	chr8	+	MFSD3	144511206	83.73	90.12
ENSG00000167700.9	chr8	+	MFSD3	144511311	9.17	3.7
ENSG00000167700.9	chr8	+	MFSD3	144513672	0.59	2.47
ENSG00000167702.13	chr8	+	KIFC2	144474116	67.74	90
ENSG00000167703.15	chr17	-	SLC43A2	1574401	83.65	80.07
ENSG00000167703.15	chr17	-	SLC43A2	1569270	0.63	9.8
ENSG00000167703.15	chr17	-	SLC43A2	1573586	3.14	0.65
ENSG00000167705.12	chr17	-	RILP	1646149	83.33	93.75
ENSG00000167716.19	chr17	+	WDR81	1738583	92.19	90.48
ENSG00000167720.13	chr17	+	SRR	2325260	18.75	49.12
ENSG00000167720.13	chr17	+	SRR	2324133	15.62	28.07
ENSG00000167720.13	chr17	+	SRR	2323783	6.25	5.26
ENSG00000167720.13	chr17	+	SRR	2324285	3.12	1.75
ENSG00000167720.13	chr17	+	SRR	2324334	9.38	0
ENSG00000167720.13	chr17	+	SRR	2324422	0	5.26
ENSG00000167721.11	chr17	-	TSR1	2323979	53.28	36.31
ENSG00000167721.11	chr17	-	TSR1	2323580	18.85	21.79
ENSG00000167721.11	chr17	-	TSR1	2322395	15.57	24.02
ENSG00000167733.14	chr19	+	HSD11B1L	5688522	59.46	77.25
ENSG00000167733.14	chr19	+	HSD11B1L	5685589	35.14	18.03
ENSG00000167740.10	chr17	+	CYB5D2	4157697	78.33	81.79
ENSG00000167740.10	chr17	+	CYB5D2	4157548	3.33	7.14
ENSG00000167740.10	chr17	+	CYB5D2	4157455	6.67	5.36
